Date,Price,Open,High,Low,Volume,Chg%,SMA_10,SMA_50
2018-03-27,0.6643267000366255,0.667902059663406,0.6603965734140058,0.6736933473866946,0.3562514543250095,0.45053763440860206,0.0,0.0
2018-03-26,0.6722622390428519,0.6638920955100553,0.659917330617624,0.6760493520987041,0.42380561645009984,0.5225806451612902,0.0,0.0
2018-03-23,0.6691490660481016,0.6529558296372806,0.6565626310429521,0.6670593341186681,0.5561706244718504,0.5935483870967742,0.0,0.0
2018-03-22,0.655414479306556,0.6547785406160763,0.647337207212604,0.6643933287866575,0.4391265477079838,0.5263440860215053,0.0,0.0
2018-03-21,0.651812965449884,0.6417765356339996,0.6484754088540107,0.6550313100626199,0.5759616915483816,0.5413978494623655,0.0,0.0
2018-03-20,0.6459528751068246,0.6453612005589647,0.6372132031390402,0.6532333064666127,0.3580150147575717,0.4779569892473118,0.0,0.0
2018-03-19,0.6495543889634965,0.6431739473844098,0.6381117833822559,0.6537293074586148,0.36798402998052737,0.5247311827956989,0.0,0.0
2018-03-16,0.6461970455377853,0.6455434716568443,0.6394297010723057,0.6550313100626199,0.35467159810417254,0.4795698924731182,0.0,0.0
2018-03-15,0.6495543889634965,0.6503432772343399,0.6432037380938117,0.6583793167586336,0.31583652774545945,0.47043010752688164,0.0,0.0
2018-03-14,0.6543157123672323,0.6515584178868705,0.6446414664829568,0.6625953251906502,0.3093333986503864,0.49623655913978487,0.7194232133861296,0.0
2018-03-13,0.6552313514833353,0.6494926787775686,0.6436230755406457,0.6576973153946306,0.40446768642915754,0.5279569892473117,0.7186161021401989,0.0
2018-03-12,0.6513856671957026,0.6499787350385807,0.6413466722578326,0.6586273172546344,0.26987373397180753,0.48924731182795694,0.7167635380723583,0.0
2018-03-09,0.653339030643389,0.6491281365818095,0.6418858204037621,0.6573253146506293,0.4229115892863704,0.5112903225806451,0.7153605728864789,0.0
2018-03-08,0.6519350506653645,0.6512546327237378,0.6442221290361229,0.6612933225866451,0.3096395723365951,0.4784946236559139,0.7150518122085053,0.0
2018-03-07,0.6555365645220363,0.6593353180630659,0.651530581680944,0.6634013268026535,0.37362987275421605,0.47150537634408596,0.7153822403024771,0.0
2018-03-06,0.6601758027102919,0.6480952670271585,0.6502725693404421,0.662037324074648,0.3501647214431803,0.564516129032258,0.7166443672843685,0.0
2018-03-05,0.6508362837260409,0.650464791299593,0.6436829808901935,0.6604873209746418,0.2709269714523655,0.4881720430107526,0.7167581212183587,0.0
2018-03-02,0.652972774996948,0.6462725560483626,0.6423051578505959,0.6591853183706367,0.323797043586886,0.5768817204301074,0.7173593920123069,0.0
2018-03-01,0.6418630203882311,0.6470623974725075,0.6397292278200443,0.6513733027466053,0.5165027616866497,0.45053763440860206,0.7166768684083656,0.0
2018-02-28,0.6496154315712368,0.6468193693420015,0.6405679027137123,0.6594953189906378,0.3230744736874334,0.4994623655913978,0.7162597706504016,0.0
2018-02-27,0.6500427298254181,0.6564189804969927,0.6493739890972263,0.6580693161386322,0.40992982499112096,0.44462365591397845,0.7157993380604412,0.0
2018-02-26,0.6587107801245269,0.653806428094052,0.6520697298268735,0.6665013330026659,0.30279352871296833,0.5123655913978494,0.7164493605403852,0.0
2018-02-23,0.6571847149310218,0.6558114101707273,0.6468579644162223,0.6663153326306652,0.20556501292052956,0.4924731182795698,0.7167906223423559,0.0
2018-02-22,0.6586497375167868,0.6512546327237378,0.6469777751153177,0.6633393266786534,0.2525810441747395,0.5048387096774193,0.7173864762823048,0.0
2018-02-21,0.6582834818703455,0.6542924843550642,0.649433894446774,0.664269328538657,0.31305647067468434,0.5059139784946236,0.7176302347122837,0.0
2018-02-20,0.6577340984006838,0.6658363205541042,0.6587192236266698,0.6681133362266722,0.4580970693054756,0.5021505376344085,0.7174135605523024,0.0
2018-02-19,0.6577340984006838,0.6658363205541042,0.6587192236266698,0.6681133362266722,0.4580970693054756,0.4032258064516128,0.7180256650542497,0.0
2018-02-16,0.6729947503357344,0.6697247706422018,0.6649493799796322,0.6784673569347137,0.28278201658236685,0.5059139784946236,0.719802393166097,0.0
2018-02-15,0.6724453668660725,0.6675375174676469,0.6621937339004372,0.6806373612747225,0.3367053261974453,0.49139784946236553,0.7225162370198634,0.0
2018-02-14,0.674093517275058,0.6547177835834499,0.6614748697058646,0.6609833219666439,0.5287252152401014,0.6134408602150537,0.7246883954736767,0.0
2018-02-13,0.6572457575387621,0.6505255483322195,0.6464386269693883,0.6638353276706552,0.24669026245208384,0.518279569892473,0.7253275842456217,0.0
2018-02-12,0.654804053229154,0.6457257427547238,0.6443419397352182,0.6592473184946368,0.2548222355577872,0.5456989247311828,0.7249809055896516,0.0
2018-02-09,0.6482724942009523,0.6480952670271585,0.6413466722578326,0.6573253146506293,0.38904877959168677,0.4887096774193548,0.7241900449057195,0.0
2018-02-08,0.6502869002563789,0.6479129959292789,0.641047145510094,0.6547213094426187,0.44815254797741666,0.5198924731182795,0.7234479359077833,0.0
2018-02-07,0.64760102551581,0.6514976608542439,0.6472173965135085,0.6575113150226299,0.43014953522834437,0.4419354838709677,0.7224999864578648,0.0
2018-02-06,0.6566963740691002,0.6615225712376207,0.6559036721979272,0.663277326554653,0.5797092574675762,0.4741935483870967,0.7224078999398728,0.0
2018-02-05,0.6609693566109144,0.656358223464366,0.65320793146828,0.6687333374666748,0.37436468960111696,0.4989247311827956,0.7226949932018482,0.0
2018-02-02,0.661457697472836,0.6670514612066347,0.6582998861798358,0.667803335606671,0.5283455598692026,0.45967741935483863,0.7216712077959362,0.0
2018-02-01,0.6679282138932976,0.6646211799015737,0.6588989396753129,0.6740653481306962,0.3802677182712209,0.521505376344086,0.7212703605999707,0.0
2018-01-31,0.6649981687217678,0.660732729813476,0.6569220631402384,0.6711513423026845,0.4618813760670153,0.514516129032258,0.7204632493540402,0.0
2018-01-30,0.6631058478818215,0.6620693845312595,0.657820643383454,0.6723913447826895,0.5052110761392723,0.5010752688172042,0.7209832673379953,0.0
2018-01-29,0.6632889757050421,0.6651072361625858,0.6571616845384293,0.671523343046686,0.34358811066341716,0.45537634408602146,0.7217362100439305,0.0
2018-01-26,0.670492003418386,0.6635275533142962,0.659917330617624,0.676235352470705,0.4187966149437253,0.45967741935483863,0.7237079448997611,0.0
2018-01-25,0.677084605054328,0.669967798772708,0.6655484334751093,0.6745613491226983,0.6584693765079054,0.5284946236559139,0.7260859438055566,0.0
2018-01-24,0.6730557929434745,0.6604897016829699,0.6632720301922961,0.6733833467666934,0.6192424038308452,0.5811827956989246,0.7283447719233622,0.0
2018-01-23,0.6610914418263949,0.6553861109423417,0.6512310549332054,0.6681753363506726,0.4533452536955164,0.521505376344086,0.7287347854113286,0.0
2018-01-22,0.6581613966548652,0.6559936812686069,0.6478164500089857,0.6665013330026659,0.4133099824868652,0.4973118279569892,0.7284856101273501,0.0
2018-01-19,0.6588939079477475,0.65174068898475,0.6492541783981309,0.6656333312666625,0.33715846325303417,0.5258064516129032,0.7282581022593697,0.0
2018-01-18,0.6552923940910756,0.6519837171152562,0.6463188162702929,0.6642073284146568,0.38223947681040504,0.453763440860215,0.7271368134814661,0.0
2018-01-17,0.6626175070199,0.6590315328999332,0.6530282154196368,0.6656333312666625,0.44807906629272654,0.5016129032258064,0.7269255561754843,0.7587927217875846
2018-01-16,0.6626785496276401,0.6591530469651863,0.6542263224105912,0.6708413416826833,0.000563359582624031,0.5107526881720429,0.7268876381974876,0.7587619610751666
2018-01-15,0.6613356122573556,0.6579986633452822,0.6533277421673754,0.669043338086676,0.6120534456786646,0.5107526881720429,0.7267142988695025,0.7585580289446909
2018-01-12,0.6599926748870713,0.649674949875448,0.6503324746899898,0.662037324074648,0.4472585208136872,0.5526881720430107,0.7257825999815826,0.7583871360979237
2018-01-11,0.652423391527286,0.64596877088523,0.6411669562091894,0.6591233182466363,0.32368682105985086,0.5150537634408602,0.7235941909657709,0.7583313111013131
